0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,0.0,2.0
0,5,4,0,-1,1,0,4,0,1,-1,3,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2.0,1.0,7.0,0.0
0,3,0,5,4,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,3.0,2.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,7,1,-707,10.5,0.0,0.0,0.0
1,0,3,4,5,4,3,0,1,-1,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,0,0,0.0,2.0,-789.0,8.39
0,3,0,5,4,3,0,1,-1,1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,6.0,2.0
0,5,4,0,-1,1,0,4,0,1,-1,3,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,8,0.0,8.0,1.0,0.0
1,0,3,4,5,0,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,4.0,2.0
1,0,3,4,5,4,3,0,-1,0,1,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,8,0,8.0,1.0,0.0,50.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,4,2,-201,35.23,0.0,0.0,0.0
1,0,3,4,5,4,3,0,1,-1,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,7.0,6.0,-935.0,5.55
1,0,3,4,5,4,3,0,1,-1,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1.0,7.0,-828.0,7.52
1,0,5,4,0,1,-1,0,4,0,-1,3,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2.0,1.0,5.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,2,2,-1.0,49.92,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,0,8,2,0.0,50.0,0.0,0.0
1,2,3,4,5,4,3,0,1,-1,0,-1,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,2,3,2,4,-684.0,11.18,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1,7,-770,8.84,0.0,0.0,0.0
1,0,3,0,5,4,3,2,1,-1,0,4,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6,3.0,6.0,4.0,-579.0
0,3,0,5,4,3,0,-1,1,0,4,0,1,-1,0,2,0,6,6,2,0,-1,0,7,0,7,-1,7,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,5.0,2.0
0,3,0,5,4,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6.0,0.0,8.0,2.0
1,0,3,4,5,4,3,2,1,-1,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,4,2.0,-474.0,19.21,0.0
1,0,3,0,5,4,3,2,1,-1,0,4,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,2,3.0,2.0,4.0,-640.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,2,0,0,2,-686,11.12,0.0,0.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6.0,0.0,4.0,2.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1,1,-662,11.86,0.0,0.0,0.0
0,3,4,5,0,3,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,-1,0,7,0,7,0,-1,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,8.0,3.0,8.0,4.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6,0,8,2,-106.0,42.04,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,7,4,-115.0,41.37,0.0,0.0
1,0,3,4,5,0,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,7.0,3.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,0,2,1.0,50.08,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1,5,-628,12.98,0.0,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,6,2,-1.0,49.92,0.0,0.0
1,2,3,4,5,0,3,2,1,-1,0,4,0,-1,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6,3,6,4.0,-591.0,14.3,0.0
1,0,3,0,5,4,3,0,-1,0,4,0,1,-1,0,2,0,6,6,2,0,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,7.0,4.0
1,2,3,0,5,4,3,0,1,-1,0,4,0,-1,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,3,0,4.0,1.0,0.0,50.0
1,0,3,4,5,0,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,4.0,2.0
0,3,0,5,4,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,5.0,2.0
1,0,3,4,5,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,3,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2.0,7.0,1.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,0.0,2.0,2.0
1,0,3,4,5,4,3,0,1,-1,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,5,0,4.0,1.0,-623.0,13.15
1,2,3,4,5,4,3,0,1,-1,0,-1,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,7,5,-816.0,7.78,0.0,0.0
0,3,4,5,0,3,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,-1,0,7,0,7,0,7,-1,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,0.0,0.0,0.0,1.0
0,3,0,5,4,3,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,5.0,2.0
1,2,3,4,5,0,3,2,1,-1,0,4,0,-1,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,4,2.0,0.0,50.0,0.0
1,2,3,4,5,4,3,0,1,-1,0,-1,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,4,0,4,1,-917.0,5.85,0.0,0.0
0,3,0,5,4,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,7.0,6.0
1,0,3,0,5,4,3,2,1,-1,0,4,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,2,0.0,4.0,2.0,-494.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,1.0,3.0
1,0,3,4,5,0,3,2,1,-1,0,4,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,3,0.0,4.0,1.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,4.0,2.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,7.0,4.0
0,3,0,5,4,0,-1,0,4,0,1,-1,1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,6.0,2.0
1,0,3,4,5,0,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,1.0,3.0
1,0,3,4,5,4,3,2,1,-1,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,4,2.0,0.0,50.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,0,8,2,-539,16.34,0.0,0.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,2.0,0.0,4.0,2.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,0,2,-51.0,46.14,0.0,0.0
1,0,3,4,5,4,3,2,1,-1,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,4,2.0,-582.0,14.63,0.0
1,0,3,4,5,4,3,2,1,-1,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1,6.0,-901.0,6.12,0.0
0,3,0,5,4,3,0,1,-1,0,4,0,-1,1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,-1,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,8.0,3.0,8.0,4.0
0,3,0,5,4,3,0,-1,1,0,4,0,1,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,1.0,4.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,8,0,8,2,-545,16.09,0.0,0.0,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,0,6,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,5,2,1.0,50.08,0.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,0,7,0,7,-1,7,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,3.0,2.0
0,3,0,5,4,0,-1,1,0,4,0,1,-1,0,2,0,6,6,2,0,3,-1,0,7,0,-1,7,0,7,0,7,0,7,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6.0,0.0,8.0,2.0
1,0,3,4,5,4,3,0,1,-1,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,0,7,-1,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,2,7.0,8.0,-1011.0,4.46
1,0,3,4,5,0,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,3.0,2.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7.0,2.0,7.0,3.0
1,0,3,4,5,4,3,2,1,-1,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6,0,4,2.0,-543.0,16.17,0.0
1,2,3,4,5,4,3,2,1,-1,0,-1,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,7,0,6,2,-306,28.35,0.0,0.0,0.0
1,0,3,0,5,4,3,2,1,-1,0,4,0,-1,0,2,0,6,6,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,4,0.0,4.0,1.0,-819.0
1,2,3,4,5,4,3,0,1,-1,0,-1,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1,2,1,6,-873.0,6.63,0.0,0.0
1,0,3,0,5,4,3,0,1,-1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,6.0,0.0,4.0,2.0
0,3,0,5,4,3,0,1,-1,1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,0,7,-1,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,0.0,0.0,0.0,1.0
0,3,0,5,4,3,0,1,-1,1,0,4,0,-1,0,2,0,6,6,2,0,-1,7,0,7,0,7,-1,0,7,0,7,0,-1,0,-1,14,0,14,0,14,0,14,0,14,-1,0,13,0,13,0,-1,0,-1,8,9,10,11,12,11,10,9,8,0,0,1.0,2.0,2.0,2.0
